Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
341,Tyler Heineman#,32,PIT,NL,3,10,9,1,1,0,0,0,0,1,0,1,1,.111,.200,.111,.311,-12,1,0,0,0,0,0,/2,heinety01
342,Tyler Heineman#,32,TOR,AL,16,27,21,2,5,1,0,0,0,0,0,6,6,.238,.407,.286,.693,98,6,0,0,0,0,0,2/H,heinety01
343,Ryan Helsley,28,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,helslry01
344,Gunnar Henderson*,22,BAL,AL,137,564,507,91,132,26,8,27,79,9,2,51,142,.260,.330,.503,.833,129,255,10,3,0,3,1,56D/H,hendegu01
345,David Hensley,27,HOU,AL,30,94,84,12,10,1,0,1,3,1,0,10,35,.119,.213,.167,.379,8,14,0,0,0,0,0,D/4H375,henslda01
346,Carlos Hernández,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hernaca04
347,Enrique Hernández,31,TOT,MLB,129,473,432,53,102,23,0,9,54,3,1,34,92,.236,.294,.352,.646,74,152,17,3,0,4,1,6485/7H39,hernaen02
348,Enrique Hernández,31,BOS,AL,86,323,297,38,66,11,0,6,31,3,1,22,68,.222,.279,.320,.599,61,95,11,2,0,2,0,648/H,hernaen02
349,Enrique Hernández,31,LAD,NL,43,150,135,15,36,12,0,3,23,0,0,12,24,.267,.327,.422,.749,101,57,6,1,0,2,1,45/7638H9,hernaen02
350,Teoscar Hernández,30,SEA,AL,147,622,574,66,152,28,2,25,89,6,2,33,189,.265,.310,.451,.762,111,259,6,8,0,7,2,*9D/H,hernate01
351,Yonny Hernández#,25,LAD,NL,14,27,22,5,3,1,0,0,4,0,0,2,8,.136,.231,.182,.413,14,4,0,1,1,1,0,/4H51,hernayo02
352,Iván Herrera,23,STL,NL,8,26,23,3,8,1,0,0,2,0,0,2,9,.348,.423,.391,.814,127,9,0,1,0,0,0,/2,herreiv01
353,Jose Herrera#,26,ARI,NL,41,120,101,15,21,5,0,0,7,1,0,13,30,.208,.296,.257,.553,54,26,2,0,5,1,0,2/1H,herrejo04
354,Jason Heyward*,33,LAD,NL,112,334,292,54,81,21,0,14,38,2,2,33,57,.277,.353,.493,.847,126,144,6,3,0,3,1,98H/3D7,heywaja01
355,Aaron Hicks#,33,TOT,AL,83,277,241,42,63,8,1,8,34,4,0,35,63,.261,.354,.402,.756,110,97,2,0,0,1,1,879/HD,hicksaa01
356,Aaron Hicks#,33,NYY,AL,28,76,69,9,13,2,0,1,5,0,0,7,20,.188,.263,.261,.524,45,18,0,0,0,0,0,7/8HD,hicksaa01
357,Aaron Hicks#,33,BAL,AL,55,201,172,33,50,6,1,7,29,4,0,28,43,.291,.388,.459,.847,136,79,2,0,0,1,1,89/7DH,hicksaa01
358,Kyle Higashioka,33,NYY,AL,89,249,231,23,54,11,0,10,34,0,0,14,71,.234,.274,.411,.685,84,95,4,0,1,3,0,2/HD,higasky01
359,Derek Hill,27,WSN,NL,13,50,47,3,8,1,0,0,1,1,0,3,11,.170,.220,.191,.411,16,9,0,0,0,0,0,8,hillde01
360,Sam Hilliard*,29,ATL,NL,40,78,72,15,17,5,0,3,6,4,0,6,33,.236,.295,.431,.725,91,31,1,0,0,0,0,8H/7D9,hillisa01
361,Bryan Hoeing,26,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hoeinbr01
362,Nico Hoerner,26,CHC,NL,139,639,581,92,166,26,4,9,64,41,7,42,82,.286,.345,.391,.736,99,227,11,12,1,3,0,*46/DH,hoernni01
363,TJ Hopkins,26,CIN,NL,25,44,41,7,7,0,0,0,1,1,0,2,17,.171,.227,.171,.398,10,7,1,1,0,0,0,H/9D7,hopkitj01
364,Spencer Horwitz*,25,TOR,AL,12,34,30,5,9,2,0,1,4,0,0,3,9,.300,.382,.467,.849,134,14,1,1,0,0,0,/D3H,horwisp01
365,Eric Hosmer*,33,CHC,NL,31,100,94,7,22,3,0,2,14,0,0,6,25,.234,.280,.330,.610,64,31,5,0,0,0,0,3D/H,hosmeer01
366,Sam Huff,25,TEX,AL,20,45,43,5,11,2,0,3,6,0,0,2,17,.256,.289,.512,.801,112,22,1,0,0,0,0,2/D3H,huffsa01
367,Cooper Hummel#,28,SEA,AL,10,26,23,2,2,1,0,0,0,1,0,2,9,.087,.192,.130,.323,-6,3,1,1,0,0,0,/DH79,hummeco01
368,Tommy Hunter,36,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hunteto02
369,Andy Ibáñez,30,DET,AL,100,330,311,37,80,21,1,11,32,1,0,17,60,.257,.297,.437,.734,99,136,6,1,0,1,0,45H7/9D3,ibanean01
370,Jonathan India,26,CIN,NL,109,480,418,70,103,20,0,16,57,13,2,42,100,.246,.331,.409,.740,97,171,12,14,0,6,0,4D/H,indiajo01
371,Kyle Isbel*,26,KCR,AL,83,288,270,40,63,20,2,5,30,7,1,14,55,.233,.272,.378,.650,76,102,5,1,1,2,0,8/HD,isbelky01
372,Drey Jameson,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,jamesdr01
373,Travis Jankowski*,32,TEX,AL,103,284,247,34,65,12,1,1,30,19,1,32,42,.263,.350,.332,.682,88,82,6,2,1,2,0,*7H89/D,jankotr01
374,Danny Jansen,28,TOR,AL,86,301,268,38,61,15,0,17,53,0,0,23,62,.228,.312,.474,.786,114,127,3,10,0,0,1,2H/D,janseda01
375,Kenley Jansen#,35,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,janseke01
376,Bryce Jarvis*,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,jarvibr01
377,Ryan Jeffers,26,MIN,AL,87,298,254,39,69,15,1,10,35,3,2,29,87,.272,.367,.457,.824,125,116,6,10,4,1,0,2/HD,jeffery01
378,Eloy Jiménez,26,CHW,AL,108,441,411,46,111,20,0,17,60,0,0,28,88,.270,.315,.443,.758,104,182,13,0,0,2,2,D9/H,jimenel02
379,Joe Jiménez,28,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,jimenjo02
380,Connor Joe,30,PIT,NL,123,431,376,55,87,27,4,10,38,3,5,46,104,.231,.327,.404,.731,98,152,4,8,0,1,0,937H/D,joeco01
381,Bryce Johnson#,27,SFG,NL,30,48,43,7,7,1,0,1,3,3,0,4,15,.163,.229,.256,.485,34,11,0,0,0,1,0,8/H7,johnsbr03
382,Pierce Johnson,32,TOT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,johnspi01
383,Pierce Johnson,32,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,johnspi01
384,Jahmai Jones,25,MIL,NL,7,11,10,2,2,1,0,0,3,1,0,1,5,.200,.273,.300,.573,57,3,0,0,0,0,0,/DH4,jonesja08
385,Nolan Jones*,25,COL,NL,92,362,318,50,86,19,4,16,52,13,2,41,112,.270,.356,.506,.863,121,161,1,2,0,1,2,793/8H5,jonesno01
386,Aaron Judge,31,NYY,AL,95,411,330,70,85,12,0,32,63,3,1,78,117,.258,.397,.585,.981,164,193,5,0,0,3,7,9D8/H,judgeaa01
387,Edouard Julien*,24,MIN,AL,97,354,295,53,79,15,1,13,27,3,0,53,112,.268,.380,.458,.837,129,135,5,2,1,3,0,4DH/3,julieed01
388,Corey Julks,27,HOU,AL,93,323,298,35,73,14,0,6,33,15,3,22,75,.245,.297,.352,.650,80,105,6,1,0,2,0,7DH/9,julksco01
389,Josh Jung,25,TEX,AL,109,461,427,70,117,24,1,22,67,1,3,28,135,.274,.323,.489,.813,117,209,6,4,0,2,0,*5/H,jungjo01
390,Jakob Junis,30,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,junisja01
391,Connor Kaiser,26,COL,NL,3,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6H,kaiseco01
392,Karl Kauffmann,25,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,kauffka01
393,Anthony Kay*,28,CHC,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kayan01
394,Jarred Kelenic*,23,SEA,AL,93,376,339,43,85,24,2,11,45,12,4,34,120,.251,.319,.431,.750,108,146,6,1,0,2,3,79/8DH,kelenja01
395,Carson Kelly,28,TOT,MLB,44,130,119,9,24,5,0,1,8,1,0,10,35,.202,.262,.269,.530,46,32,2,0,0,1,0,2/1DH,kellyca02
396,Carson Kelly,28,ARI,NL,32,92,84,6,19,3,0,1,6,1,0,7,23,.226,.283,.298,.580,60,25,2,0,0,1,0,2/1,kellyca02
397,Carson Kelly,28,DET,AL,12,38,35,3,5,2,0,0,2,0,0,3,12,.143,.211,.200,.411,14,7,0,0,0,0,0,2/DH1,kellyca02
398,Tony Kemp*,31,OAK,AL,119,403,345,41,74,13,3,5,27,15,2,42,37,.214,.308,.313,.621,78,108,8,6,7,3,0,74H/D,kempto01
399,Buddy Kennedy,24,ARI,NL,10,29,24,1,4,1,0,0,1,0,0,4,6,.167,.310,.208,.519,47,5,0,1,0,0,0,/5HD4,kennebu01
400,Max Kepler*,30,MIN,AL,120,449,404,61,102,21,2,22,60,0,1,38,100,.252,.321,.478,.798,116,193,9,4,0,3,0,*9H/D,keplema01
401,Grae Kessinger,25,HOU,AL,24,44,39,2,8,2,0,1,1,0,1,5,12,.205,.295,.333,.629,74,13,0,0,0,0,0,/65H34,kessigr01
402,Carter Kieboom,25,WSN,NL,18,66,62,8,13,2,0,3,8,0,0,3,17,.210,.258,.387,.645,76,24,2,1,0,0,0,5/DH,kieboca01
403,Kevin Kiermaier*,33,TOR,AL,117,366,333,51,89,17,6,8,34,13,1,26,78,.267,.326,.426,.752,107,142,9,4,1,2,0,*8/HD,kiermke01
404,Ha-Seong Kim,27,SDP,NL,143,583,501,81,133,20,0,17,58,36,8,70,116,.265,.356,.407,.764,115,204,7,3,5,4,0,456/HD,kimha01
405,Isiah Kiner-Falefa,28,NYY,AL,107,343,308,38,74,11,1,6,35,13,5,28,64,.240,.307,.341,.648,78,105,12,3,1,3,0,875H/9146,kineris01
406,John King*,28,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kingjo01
407,John King*,28,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,kingjo01
408,Alex Kirilloff*,25,MIN,AL,77,284,251,28,68,13,1,8,34,1,0,26,74,.271,.352,.426,.778,113,107,2,6,0,1,1,397H/D,kirilal01
409,Alejandro Kirk,24,TOR,AL,111,382,334,30,84,15,0,6,37,0,0,40,42,.251,.340,.350,.691,93,117,20,6,0,2,1,2HD,kirkal01
410,Heston Kjerstad*,24,BAL,AL,2,3,3,1,1,0,0,1,1,0,0,0,2,.333,.333,1.333,1.667,333,4,0,0,0,0,0,/DH,kjershe01
411,Andrew Knizner,28,STL,NL,62,209,196,27,47,9,0,10,30,2,0,10,54,.240,.284,.439,.722,95,86,5,2,1,0,0,2/H3D,kniznan01
412,Taylor Kohlwey*,28,SDP,NL,5,13,13,0,2,0,0,0,0,0,0,0,5,.154,.154,.154,.308,-13,2,0,0,0,0,0,/7DH9,kohlwta01
413,Mark Kolozsvary,27,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/2,kolozma01
414,Ryan Kreidler,25,DET,AL,11,18,18,2,2,0,0,0,0,0,0,0,7,.111,.111,.111,.222,-38,2,0,0,0,0,0,/456DH,kreidry01
415,Steven Kwan*,25,CLE,AL,146,662,589,88,161,32,6,5,51,20,3,63,68,.273,.343,.374,.717,101,220,9,3,1,6,2,*7/DH,kwanst01
416,Tommy La Stella*,34,SEA,AL,12,24,21,2,4,1,0,0,2,0,0,3,5,.190,.292,.238,.530,52,5,0,0,0,0,0,/DH,lasteto01
417,Jake Lamb*,32,LAA,AL,18,54,51,7,11,1,0,2,5,0,0,3,15,.216,.259,.353,.612,64,18,1,0,0,0,0,3/H1,lambja01
418,Shea Langeliers,25,OAK,AL,124,453,414,48,85,17,3,20,56,3,2,31,130,.205,.268,.406,.673,88,168,10,5,1,2,2,*2/DH,langesh01
419,Trevor Larnach*,26,MIN,AL,50,188,162,23,35,6,3,6,32,1,1,24,67,.216,.314,.401,.715,95,65,1,0,0,2,1,79/HD,larnatr01
420,Ramón Laureano,28,TOT,AL,94,365,328,39,74,16,4,9,34,9,0,28,102,.226,.301,.381,.682,92,125,7,8,0,1,0,98/HD,laurera01
421,Ramón Laureano,28,OAK,AL,64,246,225,24,48,10,3,6,21,8,0,17,73,.213,.280,.364,.645,82,82,5,4,0,0,0,9/H8D,laurera01
422,Ramón Laureano,28,CLE,AL,30,119,103,15,26,6,1,3,13,1,0,11,29,.252,.345,.417,.762,112,43,2,4,0,1,0,98/H,laurera01
423,Derek Law,32,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,lawde01
424,Jordan Lawlar,20,ARI,NL,7,19,18,1,2,0,0,0,0,1,0,0,8,.111,.158,.111,.269,-24,2,0,1,0,0,0,/6H,lawlajo01
425,Justin Lawrence,28,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,lawreju01
426,Korey Lee,24,CHW,AL,15,47,43,3,3,0,0,1,3,0,0,4,14,.070,.149,.140,.288,-20,6,0,0,0,0,0,2,leeko01
427,Mark Leiter Jr.,32,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,leitema02
428,DJ LeMahieu,34,NYY,AL,125,513,456,50,111,21,2,15,43,0,2,52,113,.243,.324,.397,.721,96,181,12,3,0,2,2,53/4HD,lemahdj01
429,Sandy León#,34,TEX,AL,21,44,41,4,6,2,0,0,4,0,0,1,20,.146,.186,.195,.381,5,8,2,1,1,0,0,2/1H,leonsa01
430,Josh Lester*,28,BAL,AL,11,23,22,0,4,0,0,0,4,0,0,1,7,.182,.217,.182,.399,14,4,1,0,0,0,0,/3HD519,lestejo02
431,Kyle Lewis,27,ARI,NL,16,54,51,2,8,2,0,1,2,0,0,3,21,.157,.204,.255,.459,25,13,0,0,0,0,0,D/H7,lewisky01
432,Royce Lewis,24,MIN,AL,55,227,206,35,64,7,0,14,51,6,1,19,52,.311,.374,.549,.923,150,113,4,2,0,0,0,5/DH6,lewisro02
433,Francisco Lindor#,29,NYM,NL,146,629,553,97,138,33,2,26,87,26,2,59,132,.250,.331,.458,.788,116,253,8,11,0,6,0,*6/DH,lindofr01
434,Andre Lipcius,25,DET,AL,8,24,24,2,8,1,0,1,4,0,0,0,5,.333,.333,.500,.833,125,12,1,0,0,0,0,/5H,lipcian01
435,Tim Locastro,30,NYM,NL,33,40,33,9,7,1,0,1,1,6,0,3,10,.212,.350,.333,.683,92,11,0,4,0,0,0,7H/8D9,locasti01
436,Nick Loftin,24,KCR,AL,10,36,32,6,10,5,1,0,6,0,0,4,6,.313,.389,.531,.920,150,17,0,0,0,0,0,/345DH,loftini01
437,Evan Longoria,37,ARI,NL,71,227,203,25,45,9,0,11,26,0,0,21,71,.222,.291,.429,.719,94,87,8,0,0,3,0,5DH,longoev01
438,Alejo Lopez#,27,CIN,NL,1,2,2,1,1,1,0,0,1,0,0,0,1,.500,.500,1.000,1.500,288,2,0,0,0,0,0,/4,lopezal03
439,Nicky Lopez*,28,TOT,MLB,88,248,213,28,49,7,3,1,24,5,2,25,38,.230,.324,.305,.629,74,65,3,5,4,1,0,45H/637D1,lopezni01
440,Nicky Lopez*,28,KCR,AL,68,190,160,19,34,5,3,0,13,4,2,21,30,.213,.323,.281,.604,69,45,3,5,4,0,0,45/H637D,lopezni01
441,Nicky Lopez*,28,ATL,NL,20,58,53,9,15,2,0,1,11,1,0,4,8,.283,.328,.377,.705,89,20,0,0,0,1,0,4/5H631,lopezni01
442,Brandon Lowe*,28,TBR,AL,105,423,367,56,85,15,1,20,67,7,0,48,116,.232,.326,.441,.768,111,162,7,5,0,3,0,*4/HD,lowebr01
443,Josh Lowe*,25,TBR,AL,125,460,430,61,121,28,2,18,75,29,3,26,114,.281,.322,.481,.803,120,207,6,1,0,3,1,9DH8/7,lowejo01
444,Nathaniel Lowe*,27,TEX,AL,147,664,570,85,158,38,2,16,79,1,0,87,147,.277,.375,.435,.810,121,248,18,4,0,3,2,*3,lowena01
445,Marco Luciano,21,SFG,NL,4,12,11,2,3,1,0,0,0,0,0,1,5,.273,.333,.364,.697,93,4,0,0,0,0,0,/6D,luciama01
446,Nathan Lukes*,28,TOR,AL,29,31,26,4,5,1,1,0,2,0,0,4,9,.192,.290,.308,.598,67,8,1,0,0,1,0,9H/D78,lukesna01
447,Jordan Luplow,29,TOT,AL,33,76,65,9,15,3,0,2,5,2,0,10,22,.231,.342,.369,.711,97,24,1,1,0,0,1,7H/9D831,luplojo01
448,Jordan Luplow,29,TOR,AL,7,17,14,1,3,0,0,0,1,0,0,3,8,.214,.353,.214,.567,64,3,0,0,0,0,1,/9HD,luplojo01
449,Jordan Luplow,29,MIN,AL,26,59,51,8,12,3,0,2,4,2,0,7,14,.235,.339,.412,.751,106,21,1,1,0,0,0,7H/D8931,luplojo01
450,Manny Machado,30,SDP,NL,130,564,508,72,127,20,0,28,84,3,2,48,103,.250,.314,.455,.769,113,231,17,2,0,6,0,*5D,machama01
451,Nick Madrigal,26,CHC,NL,92,294,270,34,71,16,1,2,28,10,2,10,24,.263,.311,.352,.663,79,95,3,9,5,0,0,5H4/D,madrini01
452,Bligh Madris*,27,HOU,AL,12,30,26,4,4,1,0,0,0,0,0,4,7,.154,.267,.192,.459,31,5,0,0,0,0,0,/HD371,madribl01
453,Drew Maggi,34,PIT,NL,3,6,6,1,2,1,0,0,1,0,0,0,1,.333,.333,.500,.833,122,3,0,0,0,0,0,/5HD,maggidr01
454,Luke Maile,32,CIN,NL,68,183,164,15,37,10,0,5,21,1,1,13,47,.226,.302,.378,.680,81,62,8,5,1,0,0,2/1DH,mailelu01
455,Martín Maldonado,36,HOU,AL,106,375,333,29,63,11,0,13,33,0,0,28,127,.189,.258,.339,.598,64,113,10,3,11,0,0,*2/1,maldoma01
456,Trey Mancini,31,CHC,NL,79,263,235,31,55,12,0,4,28,0,0,21,78,.234,.299,.336,.635,72,79,5,2,0,3,1,3DH/9,mancitr01
457,Tucupita Marcano*,23,PIT,NL,75,220,202,16,47,12,2,3,18,5,2,10,35,.233,.276,.356,.633,70,72,2,3,3,2,0,64H/5D,marcatu01
458,Manuel Margot,28,TBR,AL,87,288,265,34,67,18,1,3,32,8,3,17,51,.253,.302,.362,.664,84,96,6,3,0,3,0,89H,margoma01
459,Jake Marisnick,32,TOT,MLB,46,83,76,10,18,3,2,2,10,2,3,3,21,.237,.280,.408,.688,86,31,4,2,1,1,0,8/H9D,marisja01
460,Jake Marisnick,32,TOT,AL,42,77,71,10,16,3,2,2,10,2,2,3,21,.225,.263,.408,.672,81,29,4,1,1,1,0,8/9HD,marisja01
461,Jake Marisnick,32,CHW,AL,9,2,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/98DH,marisja01
462,Jake Marisnick,32,DET,AL,33,75,69,9,16,3,2,2,10,2,2,3,20,.232,.270,.420,.691,86,29,4,1,1,1,0,8/HD,marisja01
463,Jake Marisnick,32,LAD,NL,4,6,5,0,2,0,0,0,0,0,1,0,0,.400,.500,.400,.900,149,2,0,1,0,0,0,/8H,marisja01
464,Cade Marlowe*,26,SEA,AL,34,100,88,14,21,3,2,3,11,4,2,12,33,.239,.330,.420,.750,109,37,1,0,0,0,0,7/H8D9,marloca01
465,Brandon Marsh*,25,PHI,NL,123,434,374,52,107,23,6,10,54,9,2,51,131,.286,.374,.460,.834,127,172,4,4,1,4,2,*87H/9D,marshbr02
466,Ketel Marte#,29,ARI,NL,140,609,536,87,146,25,9,22,75,6,2,64,102,.272,.353,.476,.829,124,255,16,5,0,4,2,*4/DH86,marteke01
467,Noelvi Marte,21,CIN,NL,24,79,72,10,22,5,0,1,7,6,1,6,18,.306,.367,.417,.784,110,30,1,1,0,0,0,5/H6D,marteno01
468,Starling Marte,34,NYM,NL,86,341,315,38,78,7,1,5,28,24,4,16,69,.248,.301,.324,.625,74,102,8,8,2,0,1,9/H8,martest01
469,Chris Martin,37,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,martich02
470,J.D. Martinez,35,LAD,NL,99,421,378,53,99,24,2,26,86,1,0,31,132,.262,.315,.542,.857,126,205,9,2,0,8,1,D/7H,martijd02
471,J.P. Martínez*,27,TEX,AL,17,44,40,7,9,1,0,1,4,0,0,2,16,.225,.250,.325,.575,55,13,0,0,0,2,0,/H79D8,martijp01
472,Seth Martinez,28,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,martise01
473,Nick Martini*,33,CIN,NL,22,64,58,5,13,1,1,4,11,0,0,4,11,.224,.297,.483,.780,104,28,1,2,0,0,0,/D7H93,martini02
474,Michael Massey*,25,KCR,AL,118,427,396,40,90,17,1,14,52,6,2,22,95,.227,.272,.381,.654,77,151,3,4,1,4,0,*4H/D,massemi02
475,Miles Mastrobuoni*,27,CHC,NL,48,115,100,16,21,3,0,1,4,10,1,12,26,.210,.295,.270,.565,55,27,1,0,3,0,0,5H/D94671,mastrmi01
476,Jorge Mateo,28,BAL,AL,106,328,298,52,64,13,2,7,32,29,4,21,78,.215,.266,.342,.609,69,102,7,1,4,3,0,*6/H8D,mateojo01
477,Mark Mathias,28,TOT,NL,27,72,62,6,14,2,0,0,6,3,0,10,15,.226,.333,.258,.591,65,16,4,0,0,0,0,4/HD9,mathima01
478,Mark Mathias,28,PIT,NL,22,62,52,5,12,2,0,0,4,3,0,10,11,.231,.355,.269,.624,74,14,3,0,0,0,0,4/HD9,mathima01
479,Mark Mathias,28,SFG,NL,5,10,10,1,2,0,0,0,2,0,0,0,4,.200,.200,.200,.400,11,2,1,0,0,0,0,/4H,mathima01
480,Nick Maton*,26,DET,AL,93,293,249,29,43,9,0,8,32,1,2,38,73,.173,.288,.305,.593,64,76,4,3,1,2,1,54HD/6,matonni01
481,Phil Maton,30,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,matonph01
482,Luis Matos,21,SFG,NL,69,233,212,24,56,13,1,2,14,3,0,16,30,.264,.325,.363,.688,90,77,3,3,2,0,0,897/HD,matoslu02
483,Ronny Mauricio#,22,NYM,NL,12,46,43,2,13,2,0,1,6,5,0,3,10,.302,.348,.419,.766,112,18,1,0,0,0,0,4/5,mauriro01
484,Tim Mayza*,31,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mayzati01
485,James McArthur,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mcartja01
486,James McCann,33,BAL,AL,60,202,186,23,41,13,0,6,25,3,1,7,52,.220,.261,.387,.648,78,72,5,4,3,2,0,2/DH31,mccanja02
487,Jake McCarthy*,25,ARI,NL,89,297,262,34,65,7,5,2,15,26,3,26,57,.248,.327,.336,.662,82,88,4,5,3,1,0,98/HD,mccarja02
488,Chas McCormick,28,HOU,AL,103,408,359,56,100,16,2,20,63,16,4,36,108,.279,.359,.501,.860,135,180,3,10,1,2,0,*879/DH,mccorch01
489,Mason McCoy,28,TOR,AL,6,1,1,2,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6H,mccoyma01
490,Andrew McCutchen,36,PIT,NL,112,473,390,55,100,19,0,12,43,11,3,75,100,.256,.378,.397,.776,112,155,8,4,0,4,1,D/H9,mccutan01
491,Scott McGough,33,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,mcgousc01
492,Reese McGuire*,28,BOS,AL,65,187,169,14,46,12,1,1,16,1,1,11,50,.272,.319,.373,.691,86,63,1,1,2,1,0,2H,mcguire01
493,Ryan McKenna,26,BAL,AL,86,139,122,22,31,7,0,2,18,5,0,9,40,.254,.316,.361,.677,89,44,4,3,3,2,0,98H7/D1,mckenry01
494,Billy McKinney*,28,NYY,AL,48,147,128,19,29,3,1,6,14,1,0,17,39,.227,.320,.406,.726,97,52,1,1,0,1,1,79/8H3,mckinbi01
495,Zach McKinstry*,28,DET,AL,137,486,435,55,100,19,4,8,32,16,5,43,107,.230,.302,.347,.649,78,151,3,3,2,3,0,549H76/8D1,mckinza01
496,Matt McLain,23,CIN,NL,89,403,365,65,106,23,4,16,50,14,5,31,115,.290,.357,.507,.864,129,185,5,7,0,0,0,64/DH,mclaima01
497,Ryan McMahon*,28,COL,NL,141,592,523,80,128,30,3,23,70,5,5,65,183,.245,.328,.446,.773,99,233,19,1,0,3,2,*54/DH,mcmahry01
498,Jeff McNeil*,31,NYM,NL,147,609,548,70,145,23,3,9,52,9,0,37,65,.265,.330,.367,.697,94,201,5,18,3,3,0,*497/H386,mcneije01
499,Curtis Mead,22,TBR,AL,14,52,45,8,12,2,1,0,3,0,0,5,15,.267,.365,.356,.721,103,16,2,2,0,0,0,5/DH,meadcu01
500,Austin Meadows*,28,DET,AL,6,21,21,0,5,1,0,0,2,0,0,0,3,.238,.238,.286,.524,44,6,0,0,0,0,0,/7H9,meadoau01
501,Parker Meadows*,23,DET,AL,24,90,75,9,15,2,1,1,8,5,0,12,24,.200,.322,.293,.616,72,22,0,2,0,1,1,8/DH,meadopa01
502,Wade Meckler*,23,SFG,NL,20,64,56,6,13,1,0,0,4,0,0,6,25,.232,.328,.250,.578,64,14,0,2,0,0,0,8/H7,mecklwa01
503,Francisco Mejía#,27,TBR,AL,50,160,150,22,34,11,0,5,19,0,1,6,38,.227,.258,.400,.658,80,60,2,1,1,2,0,2/H,mejiafr01
504,MJ Melendez*,24,KCR,AL,138,563,503,58,117,28,4,14,49,6,3,54,162,.233,.309,.388,.697,90,195,3,3,0,3,2,*97D2/H3,melenmj01
505,Danny Mendick,29,NYM,NL,32,66,63,4,12,3,0,1,4,0,0,3,15,.190,.227,.286,.513,41,18,1,0,0,0,0,4/5HD71,mendida01
506,Joey Meneses,31,WSN,NL,141,600,557,66,157,34,1,11,80,0,0,36,118,.282,.330,.406,.736,103,226,14,5,0,2,0,*D3/H9,menesjo01
507,Óscar Mercado,28,STL,NL,20,32,31,3,9,3,0,0,5,2,1,1,4,.290,.313,.387,.700,91,12,0,0,0,0,0,/978DH,mercaos01
508,Whit Merrifield,34,TOR,AL,137,563,521,64,145,25,0,11,63,25,9,33,95,.278,.321,.390,.711,96,203,15,3,0,6,1,47/H9,merriwh01
509,Julian Merryweather,31,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,merryju01
510,Matt Mervis*,25,CHC,NL,27,99,90,8,15,2,0,3,11,0,0,8,32,.167,.242,.289,.531,43,26,1,1,0,0,0,3/H,mervima01
